trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
123,False,"{'a': 0.5, 'e': 0.29048849430996376}",25,19,9.50424126559015,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.2875836093668641}",20,0,-85.84653732697059,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
125,False,"{'a': 0.5, 'e': 0.28470777327319546}",30,13,17.812716477087044,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.2818606955404635}",25,16,4.5909003099673535,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.27904208858505886}",20,10,19.94174047227946,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.2762516676992083}",20,4,27.68952621749805,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.2734891510222162}",25,14,8.126329283209854,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.27075425951199406}",20,8,10.171883694374952,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.2680467169168741}",20,1,10.692909000310006,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.26536624974770534}",25,16,20.302183151207682,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.2627125872502283}",25,0,12.833405765330982,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
134,False,"{'a': 0.5, 'e': 0.26008546137772603}",25,0,13.148888455087587,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
135,False,"{'a': 0.5, 'e': 0.25748460676394874}",25,0,-47.71337815107541,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
136,False,"{'a': 0.5, 'e': 0.2549097606963093}",25,10,-37.90756722592931,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
137,False,"{'a': 0.5, 'e': 0.2523606630893462}",25,15,16.175852979815858,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.2498370564584527}",30,8,36.84793463428381,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.24733868589386818}",25,15,19.857649282457576,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24486529903492948}",35,14,3.330969880360687,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.2424166460445802}",20,8,22.6511238211706,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.2399924795841344}",30,16,4.3255726936114876,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.23759255478829303}",25,8,-50.57440606183398,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
144,False,"{'a': 0.5, 'e': 0.23521662924041012}",25,0,11.686044406475993,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
145,False,"{'a': 0.5, 'e': 0.232864462948006}",20,14,10.50226359450645,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.23053581831852593}",20,0,-38.09002611276406,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
147,False,"{'a': 0.5, 'e': 0.22823046013534068}",20,4,-28.68399240839892,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
148,False,"{'a': 0.5, 'e': 0.22594815553398728}",25,12,15.680297738544674,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.2236886739786474}",30,18,-20.300521484611355,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
150,False,"{'a': 0.5, 'e': 0.22145178723886091}",20,0,-1.1897246971785593,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.2192372693664723}",20,16,8.872195618258178,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.21704489667280757}",25,12,3.1700789555525937,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.2148744477060795}",25,7,6.387074579278675,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.2127257032290187}",25,1,27.82421038217065,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.21059844619672852}",25,16,8.548983333322926,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.20849246173476124}",30,20,8.925966025557322,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.2064075371174136}",20,10,19.720035038857716,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.2043434617462395}",20,14,-11.8684529896929,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.2023000271287771}",25,18,15.678104282060318,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
